apk,color,fuel,history,make,mileage,model,owners,power,price_euro,seller,transmission,weight,year,predicted_label
Nieuw,Zwart,Benzine,Ja,Alfa,189800,Romeo MiTo,2,58,3750,Autobedrijf,Handgeschakeld,1055,Aug/10,0
Sep/25,Zwart,Benzine,Ja,Alfa,197807,Romeo 147,,77,2500,Autobedrijf,Handgeschakeld,1185,Jul/09,0
Jan/26,Zwart,Benzine,,Alfa,193529,Romeo GT,,122,3850,Autobedrijf,Handgeschakeld,1295,May/08,0
Nieuw,Blauw,Benzine,,Aston,54147,Martin Virage,,228,123500,Autobedrijf,Automatisch,1960,Sep/97,5
,Wit,Benzine,,Alfa,152138,Romeo Giulietta,,177,17999,Autobedrijf,Automatisch,1295,Nov/15,0
,Blauw,Benzine,,Aston,41635,Martin DB7,,,49950,Autobedrijf,Automatisch,,Jan/00,0
,Groen,Benzine,Ja,Aston,38424,Martin Volante,,260,157500,Autobedrijf,Automatisch,,Feb/99,5
,,Benzine,,Alfa,165000,Romeo Giulia,,147,17500,Particulier,Automatisch,1504,Nov/16,0
,Groen,Benzine,,Aston,68684,Martin DB7,,309,54000,Autobedrijf,Automatisch,,Jan/00,0
Aug/26,Blauw,Benzine,Ja,Alfa,163643,Romeo Stelvio,,148,27975,Autobedrijf,Automatisch,1635,Aug/18,0
,Blauw,Benzine,Ja,Aston,73818,Martin DB7,3,307,39950,Autobedrijf,Automatisch,1895,Jun/00,0
,Blauw,Benzine,,Aston,106241,Martin DB7,,250,44950,Autobedrijf,Handgeschakeld,1900,Jan/99,5
Feb/26,Blauw,Benzine,,Alfa,190297,Romeo Giulia,,148,22900,Autobedrijf,Automatisch,1404,Feb/20,0
,Grijs,Diesel,Ja,Alfa,180000,Romeo Giulia,,132,16750,Particulier,Automatisch,1440,Jul/17,0
Nieuw,Zwart,Benzine,Ja,Aston,8964,Martin Vantage,,380,475000,Autobedrijf,Handgeschakeld,1655,Mar/13,0
,Blauw,Benzine,Ja,Aston,63224,Martin Vantage,2,422,134900,Autobedrijf,Automatisch,1640,Sep/14,5
Nieuw,Wit,Benzine,Ja,Aston,41798,Martin Cygnet,,82,53500,Autobedrijf,Handgeschakeld,963,Dec/12,0
Apr/26,Grijs,Benzine,Ja,Aston,26000,Martin Vanquish,,422,169750,Autobedrijf,Automatisch,1824,Dec/14,0
,Paars,Benzine,,Aston,19421,Martin DBS,,380,129750,Autobedrijf,Automatisch,1810,Jan/10,5
Jun/25,Zwart,Benzine,,Aston,50200,Martin V8,,313,74500,Autobedrijf,Automatisch,1605,Sep/12,0
,Bruin,Benzine,Ja,Aston,55560,Martin Virage,5,366,119500,Autobedrijf,Automatisch,1865,Jun/12,0
,Zwart,Benzine,,Aston,34397,Martin DBS,,380,117950,Autobedrijf,Automatisch,1715,Mar/12,0
,Blauw,Benzine,Ja,Aston,41250,Martin Vanquish,,424,164995,Autobedrijf,Automatisch,1844,Jan/15,0
,Bruin,Benzine,Ja,Aston,34711,Martin DB9,2,381,104000,Particulier,Automatisch,1760,Feb/15,1
Jan/24,Zilver,Benzine,Ja,Aston,36949,Martin V8,2,321,74950,Autobedrijf,Automatisch,1585,Jun/11,1
Jul/25,Blauw,Benzine,,Aston,25186,Martin DBS,,381,134995,Autobedrijf,Automatisch,1595,Jan/10,0
Nieuw,Grijs,Benzine,Ja,Aston,124377,Martin Vantage,6,321,59900,Autobedrijf,Automatisch,1585,Feb/12,0
,Blauw,Benzine,,Aston,19525,Martin Cygnet,,72,47500,Autobedrijf,Handgeschakeld,963,Jan/13,0
,Zwart,Benzine,,Aston,88474,Martin DB,,,335000,Autobedrijf,Automatisch,,Jan/04,0
May/26,Blauw,Benzine,Ja,Aston,83791,Martin DB7,,306,37500,Autobedrijf,Automatisch,1827,Feb/03,0
,Grijs,Benzine,Ja,Aston,29798,Martin Virage,,360,68750,Autobedrijf,Automatisch,,Sep/11,5
Jul/25,Grijs,Benzine,Ja,Aston,48600,Martin Virage,,283,73450,Particulier,Handgeschakeld,1685,Jul/10,0
Nieuw,Zwart,Benzine,Ja,Aston,75943,Martin Vanquish,,423,1,Autobedrijf,Automatisch,1714,May/14,0
May/24,Groen,Benzine,,Aston,15230,Martin DB7,,306,99000,Autobedrijf,Automatisch,1652,Jul/03,5
,Groen,Benzine,,Aston,12712,Martin Vanquish,,378,119500,Autobedrijf,Automatisch,,Jan/05,0
Jun/25,Groen,Benzine,Ja,Aston,126424,Martin DB7,1,307,33945,Autobedrijf,Automatisch,1827,Dec/03,0
,Zwart,Benzine,,Aston,99871,Martin DB9,,337,44995,Autobedrijf,Automatisch,1775,Apr/05,0
,Zwart,Benzine,Ja,Aston,99692,Martin DB7,,306,42950,Autobedrijf,Automatisch,1895,Apr/03,0
Nieuw,Grijs,Benzine,Ja,Aston,23172,Martin Vanquish,2,345,79900,Autobedrijf,Half/Semi-automaat,1810,Dec/02,5
,Blauw,Benzine,,Aston,7662,Martin DB7,,309,89950,Autobedrijf,Handgeschakeld,1847,Feb/03,5
Dec/25,Grijs,Benzine,Ja,Aston,75020,Martin DB9,3,336,44900,Autobedrijf,Automatisch,1775,Jul/05,0
,Zilver,Benzine,,Aston,41854,Martin Vanquish,,345,99950,Autobedrijf,Handgeschakeld,1810,Nov/04,5
,Grijs,Benzine,Ja,Aston,28434,Martin Vantage,3,321,99950,Autobedrijf,Automatisch,1585,Mar/15,0
Nieuw,Grijs,Benzine,,Aston,56721,Martin DB9,,336,43950,Autobedrijf,Automatisch,1775,Feb/05,0
Dec/25,Grijs,Benzine,,Alfa,183527,Romeo Giulietta,,77,7999,Autobedrijf,Handgeschakeld,1255,Jan/14,0
Sep/25,Rood,Benzine,,Alfa,188067,Romeo Giulietta,5,125,7950,Autobedrijf,Automatisch,1280,Oct/11,0
Jan/26,Bruin,Benzine,Ja,Aston,24307,Martin Virage,1,366,89949,Autobedrijf,Automatisch,1685,Dec/12,0
Jun/25,Zwart,Benzine,Ja,Alfa,199203,Romeo Giulietta,4,125,5999,Autobedrijf,Handgeschakeld,1265,Jun/11,0
Nieuw,Zwart,Diesel,Ja,Alfa,197471,Romeo Giulia,,132,14880,Autobedrijf,Automatisch,1440,Apr/17,0
Jul/25,Blauw,Benzine,Ja,Aston,31725,Martin DB7,,244,49500,Autobedrijf,Handgeschakeld,1700,Apr/95,0
Nieuw,Groen,Benzine,Ja,Aston,45402,Martin V8,,260,129500,Autobedrijf,Automatisch,1890,Jun/99,0
Sep/25,Grijs,Benzine,Ja,Alfa,182000,Romeo Giulietta,,173,9500,Particulier,Handgeschakeld,1295,Aug/11,0
Jan/26,Zwart,Benzine,Ja,Alfa,188245,Romeo GT,,122,3695,Autobedrijf,Handgeschakeld,1295,Aug/07,0
Oct/25,Zwart,Benzine,,Alfa,185300,Romeo MiTo,2,77,5500,Particulier,Handgeschakeld,1065,Feb/14,0
Apr/26,Zwart,Benzine,,Alfa,180000,Romeo 159,,103,4000,Particulier,Handgeschakeld,1410,Sep/09,0
,Rood,Benzine,,Alfa,183717,Romeo MiTo,,99,4950,Particulier,Handgeschakeld,1110,Nov/09,0
Jan/26,Zwart,Benzine,,Alfa,176354,Romeo MiTo,,110,3999,Particulier,Handgeschakeld,1120,Dec/08,0
Aug/25,Zwart,Benzine,,Alfa,169764,Romeo MiTo,,99,7499,Autobedrijf,Automatisch,1145,Apr/12,0
Nov/24,Blauw,Benzine,Ja,Aston,24000,Martin Volante,3,261,112500,Particulier,Automatisch,,Sep/97,5
,Wit,Benzine,,Alfa,170986,Romeo Giulietta,,77,8499,Autobedrijf,Handgeschakeld,1255,Jan/14,0
Feb/26,Zwart,Benzine,Ja,Alfa,157930,Romeo MiTo,,99,6950,Autobedrijf,Handgeschakeld,1110,Jun/10,0
Nieuw,Rood,Benzine,Ja,Alfa,163570,Romeo Giulietta,3,125,8600,Autobedrijf,Automatisch,1280,Aug/13,0
Aug/25,Blauw,Benzine,,Alfa,156159,Romeo MiTo,,63,5750,Autobedrijf,Handgeschakeld,1105,Jul/12,0
Jan/26,Zwart,Benzine,,Alfa,164017,Romeo MiTo,2,99,4949,Autobedrijf,Handgeschakeld,1110,Feb/11,0
Nov/25,Grijs,Benzine,Ja,Alfa,169470,Romeo Giulietta,,173,10450,Autobedrijf,Handgeschakeld,1295,Sep/10,0
Jun/25,Grijs,Benzine,Ja,Alfa,152679,Romeo Giulietta,,125,8499,Particulier,Handgeschakeld,1265,Oct/11,5
,Zwart,Benzine,,Alfa,164436,Romeo MiTo,2,99,4699,Autobedrijf,Handgeschakeld,1110,Jan/10,0
Dec/24,Grijs,Benzine,,Alfa,172001,Romeo Giulietta,,125,6399,Particulier,Handgeschakeld,1315,Oct/10,0
Apr/26,Zwart,Benzine,Ja,Alfa,152513,Romeo Giulietta,2,125,7950,Autobedrijf,Handgeschakeld,1265,Feb/11,0
,Wit,Benzine,Ja,Alfa,160000,Romeo MiTo,,125,6500,Particulier,Handgeschakeld,1120,Nov/13,1
,Groen,Benzine,Ja,Aston,3500,Martin DBS,,533,634995,Autobedrijf,Automatisch,1693,Jun/24,0
Jun/25,Zwart,Benzine,Ja,Aston,59342,Martin DBX,,405,174900,Autobedrijf,Automatisch,2245,Jun/21,5
Jan/26,Groen,Benzine,Ja,Aston,71354,Martin DBX,,405,149777,Autobedrijf,Automatisch,2220,Jan/20,0
,Zwart,Benzine,Ja,Aston,17487,Martin DBS,,533,299995,Autobedrijf,Automatisch,1693,Jul/20,0
Jun/26,Zwart,Benzine,Ja,Aston,28046,Martin DBS,1,533,299800,Autobedrijf,Automatisch,1920,Jun/22,0
,Grijs,Benzine,,Aston,499,Martin DB12,,500,408122,Autobedrijf,Automatisch,1863,Jan/25,0
Nieuw,Zwart,Benzine,Ja,Aston,118162,Martin Vantage,3,283,45950,Autobedrijf,Handgeschakeld,1605,Apr/07,0
Nieuw,Grijs,Benzine,,Aston,54366,Martin Vantage,,283,54900,Autobedrijf,Automatisch,1710,Apr/08,0
Nieuw,Grijs,Benzine,,Aston,118200,Martin DB9,2,350,53950,Autobedrijf,Automatisch,1775,Aug/08,5
,Bruin,Benzine,,Aston,67531,Martin,,283,49950,Autobedrijf,Handgeschakeld,1605,Jan/07,0
,Zwart,Benzine,Ja,Aston,77321,Martin Vantage,,283,52777,Autobedrijf,Half/Semi-automaat,1545,Jan/08,0
,Wit,Benzine,Ja,Aston,48383,Martin Vantage,,283,52950,Autobedrijf,Handgeschakeld,1630,May/06,0
,Grijs,Benzine,Ja,Aston,118265,Martin DBS,4,380,107500,Autobedrijf,Automatisch,1770,Jun/09,4
,,Benzine,,Aston,81500,Martin DB9,,331,54900,Autobedrijf,Automatisch,1710,Jun/07,1
Nieuw,Grijs,Benzine,Ja,Aston,88444,Martin Vantage,3,283,49950,Autobedrijf,Handgeschakeld,1605,Jan/07,0
Apr/25,Grijs,Benzine,Ja,Aston,116000,Martin DB9,,336,43200,Particulier,Automatisch,1775,Sep/06,0
,Grijs,Benzine,,Aston,77744,Martin Vantage,3,283,51450,Autobedrijf,Handgeschakeld,1605,Mar/06,0
Nieuw,Zwart,Benzine,Ja,Aston,83001,Martin Vantage,,283,48990,Autobedrijf,Handgeschakeld,1605,Oct/06,0
,Blauw,Benzine,Ja,Aston,96029,Martin DB9,,331,48888,Autobedrijf,Automatisch,1760,Apr/07,0
Jul/25,Zwart,Benzine,,Aston,25240,Martin Vantage,1,380,129500,Autobedrijf,Handgeschakeld,1655,Nov/09,5
,Blauw,Benzine,Ja,Aston,66205,Martin Vantage,2,283,59950,Autobedrijf,Handgeschakeld,1605,Jul/06,5
,Groen,Benzine,,Aston,38430,Martin Vanquish,,424,210950,Autobedrijf,Automatisch,1844,May/16,0
,Zwart,Benzine,Ja,Aston,75766,Martin Rapide,,411,99500,Autobedrijf,Automatisch,1950,Nov/16,0
,Zwart,Benzine,,Aston,45600,Martin DB9,,380,119500,Autobedrijf,Automatisch,1785,Sep/15,0
Nieuw,Blauw,Benzine,Ja,Aston,94187,Martin Rapide,,413,89500,Autobedrijf,Automatisch,1965,Apr/15,0
,Grijs,Benzine,,Aston,32000,Martin DB11,,375,137950,Autobedrijf,Automatisch,1760,Apr/18,0
Nieuw,Grijs,Benzine,Ja,Aston,37716,Martin DB11,,447,135000,Autobedrijf,Automatisch,1845,Aug/16,0
Jun/25,Groen,Benzine,,Aston,30449,Martin Vantage,6,321,109950,Autobedrijf,Automatisch,1665,Jun/15,5
Nieuw,Zwart,Benzine,Ja,Aston,28937,Martin DB11,1,447,149500,Autobedrijf,Automatisch,1845,Jun/17,0
,Grijs,Benzine,Ja,Aston,17992,Martin DB11,,375,154950,Autobedrijf,Automatisch,1845,Jan/18,0
,Zilver,Benzine,,Aston,104000,Martin DB11,,447,109950,Autobedrijf,Automatisch,1770,Dec/16,0
,Blauw,Benzine,,Aston,45500,Martin DB11,,447,119900,Autobedrijf,Automatisch,1770,Jun/16,1
,Groen,Benzine,,Aston,5469,Martin Vantage,,500,309950,Autobedrijf,Automatisch,1795,Mar/23,5
,Zilver,Benzine,,Aston,62500,Martin Rapide,,412,99950,Autobedrijf,Automatisch,1950,Jan/15,0
Nieuw,Zilver,Benzine,Ja,Aston,13411,Martin DB11,2,375,144950,Autobedrijf,Automatisch,1735,May/19,0
Feb/26,Zwart,Benzine,Ja,Aston,29949,Martin DB11,,447,145000,Autobedrijf,Automatisch,1845,Feb/17,0
Nieuw,Grijs,Benzine,Ja,Aston,16005,Martin DB11,,447,162000,Autobedrijf,Automatisch,1770,Mar/17,5
Nov/26,Grijs,Benzine,Ja,Aston,32114,Martin DBX,,405,167888,Autobedrijf,Automatisch,2245,Nov/22,0
May/28,Groen,Benzine,Ja,Aston,9363,Martin DB12,2,500,329900,Autobedrijf,Automatisch,1905,May/24,1
Nieuw,Grijs,Benzine,,Aston,25,Martin DBX,,521,399900,Autobedrijf,Automatisch,2245,Jan/25,0
,Blauw,Benzine,Ja,Aston,63698,Martin DBX,,405,164995,Autobedrijf,Automatisch,2245,Aug/20,0
,Zwart,Benzine,,Aston,7000,Martin DB12,,507,269950,Autobedrijf,Automatisch,1865,Oct/23,1
,Grijs,Benzine,,Aston,16666,Martin DBS,,533,299950,Autobedrijf,Automatisch,1693,Jan/20,0
,Groen,Benzine,,Aston,15,Martin Vantage,,488,252409,Autobedrijf,Automatisch,1570,Jan/25,5
,Groen,Benzine,,Aston,69600,Martin Vantage,,375,183950,Autobedrijf,Automatisch,1628,May/23,5
Nieuw,Zwart,Benzine,Ja,Aston,42666,Martin DBX,,405,162500,Autobedrijf,Automatisch,2245,May/21,0
,Zwart,Benzine,Ja,Aston,39688,Martin DBX,,405,149888,Autobedrijf,Automatisch,2245,Nov/20,0
,Grijs,Benzine,,Aston,9470,Martin Vantage,,375,158450,Autobedrijf,Automatisch,1530,Apr/21,5
Sep/25,Grijs,Benzine,Ja,Aston,5938,Martin Vantage,,375,159940,Autobedrijf,Automatisch,1660,May/21,3
Jul/25,Grijs,Benzine,,Audi,310000,TT,,132,3000,Particulier,Handgeschakeld,1180,Jan/99,0
Nieuw,Groen,Benzine,Ja,Audi,175444,A6,,142,3450,Autobedrijf,Handgeschakeld,1395,May/99,0
Oct/25,Blauw,Benzine,,Audi,180000,A4,,74,1250,Particulier,Handgeschakeld,,Aug/97,0
Mar/26,Zwart,Benzine,,Audi,237623,A2,,55,1350,Autobedrijf,Handgeschakeld,870,Aug/00,0
Jan/26,Grijs,Benzine,,Audi,143877,A4,,118,11945,Autobedrijf,Automatisch,1485,Sep/10,0
Jan/26,Zwart,Benzine,Ja,Audi,70865,A3,,92,11450,Autobedrijf,Automatisch,1285,Apr/10,0
,Wit,Benzine,,Audi,199002,A3,,147,9940,Autobedrijf,Automatisch,1460,Dec/10,5
Nieuw,Zwart,Benzine,Ja,Audi,239949,Q7,,207,16450,Autobedrijf,Automatisch,2180,Mar/10,5
Sep/26,Wit,Benzine,Ja,Audi,143538,TTS,,200,18950,Autobedrijf,Automatisch,1375,Oct/09,0
,Zwart,Benzine,Ja,Audi,189528,A4,5,188,8950,Autobedrijf,Automatisch,1635,Apr/06,0
Feb/26,Grijs,Benzine,Ja,Audi,175002,A6 allroad,,213,15950,Autobedrijf,Automatisch,1815,Apr/10,0
Jun/25,Grijs,Benzine,Ja,Audi,257690,A4,,132,6950,Autobedrijf,Handgeschakeld,1470,Jun/10,0
Mar/26,Grijs,Benzine,Ja,Audi,19266,A3,,85,20845,Autobedrijf,Handgeschakeld,1155,Mar/18,0
Jan/26,Grijs,Benzine,Ja,Audi,175714,A6,2,125,7750,Autobedrijf,Automatisch,1525,Jan/09,5
Aug/25,Bruin,Benzine,Ja,Audi,232946,A4 allroad,,155,9999,Autobedrijf,Automatisch,1625,Oct/10,5
Feb/26,Rood,Benzine,,Audi,139808,A1,1,81,16949,Autobedrijf,Automatisch,1205,Dec/20,5
Nov/26,Grijs,Benzine,Ja,Audi,78939,A3,1,110,23700,Autobedrijf,Automatisch,1245,Nov/18,0
Nieuw,Zwart,Benzine,Ja,Audi,99898,Q2,,110,21995,Autobedrijf,Automatisch,1265,Aug/18,2
Oct/25,Grijs,Benzine,,Audi,85364,A4,3,140,21549,Autobedrijf,Automatisch,1535,May/18,5
May/25,Zwart,Benzine,Ja,Audi,113050,A3,,110,19000,Autobedrijf,Handgeschakeld,1205,May/17,0
Jun/25,Grijs,Stroom,Ja,Audi,152137,A3,2,150,15950,Autobedrijf,Automatisch,1515,Dec/16,3
Nieuw,Grijs,Benzine,Ja,Audi,136427,A6,,221,17950,Autobedrijf,Automatisch,1715,Jul/11,0
Mar/26,Zwart,Diesel,Ja,Audi,182906,A3,,81,15495,Autobedrijf,Automatisch,1260,Feb/17,0
Jun/25,Zwart,Benzine,,Audi,131191,Q3,,110,14345,Autobedrijf,Handgeschakeld,1370,Jun/14,0
Nieuw,Oranje,Benzine,Ja,Audi,137713,Q3,,125,14950,Autobedrijf,Automatisch,1633,Feb/13,0
,Grijs,Benzine,Ja,Audi,195806,Q3,2,125,10999,Autobedrijf,Handgeschakeld,1485,Nov/11,0
,Zwart,Benzine,,Audi,207936,A4 allroad,,155,11600,Autobedrijf,Automatisch,1625,Jan/12,0
Nieuw,Grijs,Benzine,Ja,Audi,167282,A6,,150,18950,Autobedrijf,Automatisch,1585,Jul/14,0
Jun/25,Grijs,Benzine,,Audi,144519,A5,,165,11950,Autobedrijf,Automatisch,1703,Sep/14,0
May/26,Grijs,Benzine,Ja,Audi,181950,A6,,132,11495,Autobedrijf,Automatisch,1630,May/13,5
Nieuw,Grijs,Stroom,Ja,Audi,199527,Q5,,,15999,Autobedrijf,Automatisch,,Nov/11,0
Nieuw,Zwart,Benzine,Ja,Audi,106582,S3,,221,27495,Autobedrijf,Automatisch,1425,Apr/14,0
Nov/25,Grijs,Benzine,,Audi,111768,A1,,90,15800,Autobedrijf,Automatisch,1065,Nov/17,5
Jul/25,Grijs,Benzine,,Audi,216892,A4,,118,7885,Autobedrijf,Handgeschakeld,1385,May/11,0
,Zwart,Benzine,,Audi,121594,A1,,90,12999,Autobedrijf,Automatisch,1150,Sep/14,0
Mar/26,Zwart,Benzine,Ja,Audi,242668,A3,,92,4250,Autobedrijf,Handgeschakeld,1270,Jan/12,0
Mar/26,Wit,Benzine,,Audi,182019,A3,,92,8885,Autobedrijf,Automatisch,1285,May/12,0
Jul/25,Zwart,Benzine,Ja,Audi,131068,A3,2,92,15900,Autobedrijf,Automatisch,1200,Mar/16,0
Sep/25,Zwart,Benzine,Ja,Audi,102052,A3,,110,18950,Autobedrijf,Automatisch,1215,Aug/17,0
Jun/25,Wit,Benzine,,Audi,108152,A4,,125,16245,Autobedrijf,Automatisch,1440,May/15,5
,Zwart,Diesel,,Audi,176784,A4,,140,16993,Autobedrijf,Automatisch,1505,Feb/17,0
,Grijs,Benzine,,Audi,143421,A3,,110,15950,Autobedrijf,Automatisch,1225,Mar/16,0
Mar/26,Grijs,Benzine,Ja,Audi,133752,A4,,185,23999,Autobedrijf,Automatisch,1485,Sep/17,0
Nieuw,Blauw,Benzine,,Audi,85931,A1,,71,13499,Autobedrijf,Handgeschakeld,1060,Jul/17,3
Jul/25,Zwart,Diesel,Ja,Audi,257042,A4,,110,10450,Autobedrijf,Handgeschakeld,1450,Dec/15,0
Nieuw,Paars,Benzine,Ja,Audi,124622,A3,,81,12499,Autobedrijf,Handgeschakeld,1125,Oct/15,0
May/25,Wit,Benzine,Ja,Audi,16870,Q5,1,185,34900,Autobedrijf,Automatisch,1695,May/17,0
Feb/26,Wit,Benzine,Ja,Audi,154905,A3,,118,10999,Autobedrijf,Handgeschakeld,1415,Jul/10,0
Nieuw,Grijs,Benzine,Ja,Audi,106309,A4,,120,9950,Autobedrijf,Handgeschakeld,1515,Sep/06,0
Nieuw,Zwart,Benzine,,Audi,167000,Q5,3,155,17695,Autobedrijf,Automatisch,1715,Jan/09,0
,Blauw,Benzine,Ja,Audi,210689,A4,,125,6999,Autobedrijf,Automatisch,1615,Jan/06,0
Mar/26,Blauw,Benzine,Ja,Audi,185857,A3,,147,8999,Autobedrijf,Handgeschakeld,1335,Jun/09,0
Nieuw,Zwart,Benzine,Ja,Audi,210562,A4,,118,6990,Autobedrijf,Handgeschakeld,1385,Apr/09,0
Oct/25,Grijs,Benzine,,Audi,344474,A4,,75,1650,Autobedrijf,Handgeschakeld,1335,Feb/05,0
Nov/25,Grijs,Benzine,Ja,Audi,213427,A4,7,121,1850,Autobedrijf,Handgeschakeld,1495,Sep/05,0
Nov/25,,Benzine,,Audi,248000,A4,,96,2199,Particulier,Handgeschakeld,1310,Dec/01,0
Nieuw,Grijs,Benzine,Ja,Audi,197721,A4,,75,4950,Autobedrijf,Handgeschakeld,1335,May/05,4
Oct/25,Blauw,Benzine,Ja,Audi,306116,A6,8,162,2750,Autobedrijf,Automatisch,1670,Jun/02,0
Mar/26,Blauw,Benzine,,Audi,274659,A6,,130,4495,Autobedrijf,Automatisch,1530,Nov/04,0
,Paars,Benzine,,Audi,70500,S3,,154,17995,Particulier,Handgeschakeld,1395,Feb/03,0
Dec/25,Blauw,Benzine,,Audi,259197,A4,,253,7845,Autobedrijf,Handgeschakeld,1743,Sep/03,0
Nieuw,Grijs,Benzine,Ja,Audi,221466,Allroad,,184,5000,Autobedrijf,Automatisch,1800,Apr/01,0
Nieuw,Blauw,Benzine,Ja,Audi,162753,Cabriolet,,125,7950,Autobedrijf,Automatisch,1615,Jul/03,5
Nov/25,Zwart,Benzine,,Audi,254000,A3,,85,1999,Autobedrijf,Handgeschakeld,1200,Feb/04,0
,Zwart,Benzine,Ja,Audi,163465,A3,,75,3250,Autobedrijf,Handgeschakeld,1180,Jan/05,0
Dec/25,Blauw,Benzine,,Audi,259197,S4,,253,7845,Autobedrijf,Handgeschakeld,1743,Sep/03,0
,Blauw,Benzine,,Audi,358705,A6,,130,3499,Autobedrijf,Automatisch,1530,Feb/05,0
Dec/25,Rood,Benzine,,Audi,212260,A4,3,121,4449,Autobedrijf,Handgeschakeld,1605,Jul/03,0
,Groen,Super 95,,Audi,141872,A4,3,74,2500,Particulier,Handgeschakeld,1160,Feb/96,3
,Zwart,Benzine,,Audi,226644,A3,3,75,2949,Autobedrijf,Handgeschakeld,1250,Feb/04,0
Jun/25,Blauw,Benzine,,Audi,244206,S4,,253,9885,Autobedrijf,Automatisch,1730,Mar/04,0
,,Benzine,,Audi,316000,TT,,132,2800,Particulier,Handgeschakeld,1280,Apr/99,0
Feb/26,Blauw,Benzine,Ja,Audi,224503,Cabriolet,,85,3100,Autobedrijf,Handgeschakeld,1315,Jun/96,0
Nieuw,Grijs,Benzine,,Audi,261452,TT,8,132,2250,Autobedrijf,Handgeschakeld,1215,Apr/99,0
Nov/25,Blauw,Benzine,,Audi,236800,80,2,85,2950,Particulier,Handgeschakeld,1170,Apr/95,0
,,Benzine,,Audi,201000,A4,,74,2500,Particulier,Handgeschakeld,1200,Jul/97,0
Aug/25,Paars,Benzine,Ja,Audi,296055,A3,1,92,1550,Particulier,Handgeschakeld,,Sep/00,0
May/25,Zilver,Benzine,Ja,Audi,154981,A4,2,74,3000,Particulier,Handgeschakeld,1175,May/99,0
,Blauw,Benzine,,Audi,126900,TT,,165,9000,Particulier,Handgeschakeld,1370,Aug/00,0
Feb/26,Rood,Benzine,Ja,Audi,284316,A4,,92,999,Autobedrijf,Handgeschakeld,1180,Sep/98,0
,Grijs,Benzine,,Audi,94386,A4,,74,4499,Autobedrijf,Handgeschakeld,1227,Jun/97,0
Mar/26,Grijs,Benzine,Ja,Audi,203848,TT,5,165,5495,Autobedrijf,Handgeschakeld,1450,Apr/00,0
,Grijs,Benzine,,Audi,270129,TT,1,132,3300,Autobedrijf,Handgeschakeld,1285,Jul/00,0
Sep/25,Grijs,Benzine,,Audi,325128,TT,,132,2500,Autobedrijf,Handgeschakeld,1180,Nov/98,0
,Zilver,Super Plus E10 98,Ja,Audi,217060,TT,,132,3300,Particulier,Handgeschakeld,,Oct/99,0
Aug/24,Zwart,Benzine,,Audi,201805,TT,,132,4950,Particulier,Handgeschakeld,1180,Feb/99,0
Nieuw,Grijs,Elektro/Benzine,,Audi,1115,Q8,1,360,124950,Autobedrijf,Automatisch,2390,Mar/25,1
Nieuw,Grijs,Stroom,Ja,Audi,15762,A6,,270,78949,Autobedrijf,Automatisch,2050,May/24,0
May/28,Grijs,Benzine,,Audi,7040,A1,,85,34900,Autobedrijf,Automatisch,1110,May/24,1
Apr/29,Zwart,Elektro/Benzine,Ja,Audi,30,Q7,,360,112800,Autobedrijf,Automatisch,2360,Apr/25,0
,Grijs,Benzine,,Audi,2577,A1,,85,33800,Autobedrijf,Automatisch,1150,Apr/24,1
Jan/28,Zwart,Elektro/Benzine,,Audi,1437,Q5,,,67400,Autobedrijf,Automatisch,2050,Jan/24,5
,Grijs,Benzine,,Audi,5448,RS6,,463,219895,Autobedrijf,Automatisch,2065,Jun/24,0
,Grijs,Elektro/Benzine,Ja,Audi,100,Q8,,360,149950,Autobedrijf,Automatisch,2390,Mar/25,0
Jan/29,Grijs,Benzine,,Audi,4500,A1,,70,34900,Autobedrijf,Automatisch,1105,Jan/25,5
Jan/26,Grijs,Benzine,,Audi,50435,Q3,,110,32900,Autobedrijf,Automatisch,1470,Jan/20,0
Mar/26,Grijs,Benzine,,Audi,68798,Q3,,110,34950,Autobedrijf,Automatisch,1505,Mar/20,5
Nieuw,Blauw,Benzine,Ja,Audi,54973,A1,1,85,22425,Autobedrijf,Handgeschakeld,1080,Jul/19,5
Mar/26,Blauw,Elektro/Benzine,Ja,Audi,62527,Q5,,220,39900,Autobedrijf,Automatisch,2005,Mar/20,0
,Zwart,Elektro/Benzine,,Audi,61245,RS Q8,,441,154950,Autobedrijf,Automatisch,2290,Dec/20,0
Jan/26,Wit,Benzine,,Audi,97067,A1,5,70,19900,Autobedrijf,Automatisch,1100,Jan/20,0
Nieuw,Zwart,Benzine,,Audi,67474,A1,,63,13950,Autobedrijf,Handgeschakeld,,Aug/14,0
Feb/26,Wit,Benzine,Ja,Audi,73478,R8,,386,77950,Autobedrijf,Automatisch,1625,Feb/10,0
Nieuw,Grijs,Benzine,Ja,Audi,54278,A1,,110,16700,Autobedrijf,Handgeschakeld,1120,Sep/17,5
,Zilver,Benzine,Ja,Audi,64753,A1,1,104,16900,Autobedrijf,Automatisch,1120,May/14,1
Nov/26,Zwart,Benzine,Ja,Audi,55296,S3,,221,35945,Autobedrijf,Automatisch,1465,Jun/20,3
Jun/26,Zwart,Benzine,Ja,Audi,79875,A4,2,110,22900,Autobedrijf,Automatisch,1350,Jun/18,5
,Zwart,Benzine,,Audi,48000,A3,,81,33000,Particulier,Automatisch,1255,Feb/23,0
,Zwart,Benzine,,Audi,52600,A3,,110,30900,Autobedrijf,Automatisch,1295,Oct/20,0
